"program";"study_name";"entry_code";"gid";"designation";"seed_source_name";"family_designation";"family_gid";"pedigree_name"
"SUBMERGENCE";"F_F22012WS";"F122650";3798927;"IR 99126";"F12DMC-757";"IR 99126";3569478;"IR09N520/IR 65482-4-136-2-2-B//IR09F437"
"SUBMERGENCE";"F_F22012WS";"F122651";3798928;"IR 99127";"F12DMC-758";"IR 99127";3569479;"IR09N520/IR06M138//IR09F437"
"SUBMERGENCE";"F_F22012WS";"F122652";3798929;"IR 99128";"F12DMC-759";"IR 99128";3569480;"IR09N534/IR 68450-36-3-2-2-3//IR09F436"
"SUBMERGENCE";"F_F22012WS";"F122653";3798930;"IR 99129";"F12DMC-760";"IR 99129";3569481;"IR BB 62/IR 73012-137-2-2-2//IR07F290"
"SUBMERGENCE";"F_F22012WS";"F122654";3798931;"IR 99131";"F12DMC-762";"IR 99131";3569483;"MTU 1098/IRRI 154//IR10F379"
"SUBMERGENCE";"F_F22012WS";"F122655";3798932;"IR 99136";"F12DMC-767";"IR 99136";3569488;"IET 21119/IR 45912-9-1-2-2//IR10F371"
"SUBMERGENCE";"F_F22012WS";"F122658";3798933;"IR 99141";"F12DMC-772";"IR 99141";3569493;"IR09F164/IR 66946-3R-178-1-1//IR10F388"
"SUBMERGENCE";"F_F22012WS";"F122659";3798934;"IR 99143";"F12DMC-774";"IR 99143";3569495;"IR09F229/IR 66946-3R-178-1-1//IR05N412"
"SUBMERGENCE";"F_F22012WS";"F122621";3933078;"IR 98528";"F12DSC-159";"IR 98528";3568842;"IR09F437/IRRI 119"
"SUBMERGENCE";"F_F22012DS";"F122501";3559517;"IR 96898";"F11WSC-183";"IR 96898";3383309;"IR09F153/IR 66946-3R-178-1-1"
"SUBMERGENCE";"F_F22012DS";"F122502";3559518;"IR 96901";"F11WSC-186";"IR 96901";3383312;"IR09F154/CHERIVIRUPPU"
"SUBMERGENCE";"F_F22012DS";"F122503";3559519;"IR 96900";"F11WSC-185";"IR 96900";3383311;"IR09F154/IR10F221"
"SUBMERGENCE";"F_F22012DS";"F122504";3559520;"IR 96903";"F11WSC-188";"IR 96903";3383314;"IR09F164/IR 66946-3R-178-1-1"
"SUBMERGENCE";"F_F22012DS";"F122505";3559521;"IR 96905";"F11WSC-190";"IR 96905";3383316;"IR09F185/IR10F221"
"SUBMERGENCE";"F_F22012DS";"F122506";3559522;"IR 96906";"F11WSC-191";"IR 96906";3383317;"IR09F185/IR10F402"
"SUBMERGENCE";"F_F22012DS";"F122507";3559523;"IR 96908";"F11WSC-193";"IR 96908";3383319;"IR09F229/IR 66946-3R-178-1-1"
"SUBMERGENCE";"F_F22012DS";"F122508";3559524;"IR 96913";"F11WSC-198";"IR 96913";3383324;"IR09F291/IR 66946-3R-178-1-1"
"SUBMERGENCE";"F_F22012DS";"F122509";3559525;"IR 96915";"F11WSC-200";"IR 96915";3383326;"IR09F436/IR10F365"
"SUBMERGENCE";"F_F22012DS";"F122510";3559526;"IR 96921";"F11WSC-206";"IR 96921";3383332;"IR09F437/IR10F328"
"SUBMERGENCE";"F_F22012DS";"F122511";3559527;"IR 96922";"F11WSC-207";"IR 96922";3383333;"IR09F437/IR10F365"
"SUBMERGENCE";"F_F22012DS";"F122512";3559528;"IR 96923";"F11WSC-208";"IR 96923";3383334;"IR09F437/IR10F371"
"SUBMERGENCE";"F_F22012DS";"F122513";3559529;"IR 96924";"F11WSC-209";"IR 96924";3383335;"IR09F437/IR10F382"
"SUBMERGENCE";"F_F22012DS";"F122514";3559530;"IR 96925";"F11WSC-210";"IR 96925";3383336;"IR09F437/IR10F388"
"SUBMERGENCE";"F_F22012DS";"F122515";3559531;"IR 96926";"F11WSC-211";"IR 96926";3383337;"IR09F437/IR10F402"
"SUBMERGENCE";"F_F22012DS";"F122516";3559532;"IR 96927";"F11WSC-212";"IR 96927";3383338;"IR09F437/IR10F407"
"SUBMERGENCE";"F_F22012DS";"F122517";3559533;"IR 96929";"F11WSC-214";"IR 96929";3383340;"IR09F454/IR 66946-3R-178-1-1"
"SUBMERGENCE";"F_F22012DS";"F122518";3559534;"IR 96942";"F11WSC-227";"IR 96942";3383353;"IR10F178/IR09F185"
"SUBMERGENCE";"F_F22012DS";"F122519";3559535;"IR 96944";"F11WSC-229";"IR 96944";3383355;"IR10F185/IR10F365"
"SUBMERGENCE";"F_F22012DS";"F122520";3559536;"IR 96946";"F11WSC-231";"IR 96946";3383357;"IR10F205/IR10F365"
"SUBMERGENCE";"F_F22012DS";"F122521";3559537;"IR 96950";"F11WSC-235";"IR 96950";3383361;"IRRI 104/IR10F221"
"SUBMERGENCE";"F_F22012DS";"F122522";3559538;"IR 96951";"F11WSC-236";"IR 96951";3383362;"IRRI 104/IR10F402"
"SUBMERGENCE";"F_F22012DS";"F122523";3559539;"IR 96952";"F11WSC-237";"IR 96952";3383363;"IR 64683-87-2-2-3-3/IR10F328"
"SUBMERGENCE";"F_F22012DS";"F122524";3559540;"IR 96954";"F11WSC-239";"IR 96954";3383365;"IR 64683-87-2-2-3-3/IR10F388"
"SUBMERGENCE";"F_F22012DS";"F122525";3559541;"IR 96892";"F11WSC-177";"IR 96892";3383303;"IR09F120/IR04A285"
"SUBMERGENCE";"F_F22012DS";"F122526";3554442;"IR 96895";"F11WSC-180";"IR 96895";3383306;"IR09F153/IR10F221"
"SUBMERGENCE";"F_F22012DS";"F122527";3554443;"IR 96899";"F11WSC-184";"IR 96899";3383310;"IR09F154/IR10F176"
"SUBMERGENCE";"F_F22012DS";"F122528";3554444;"IR 96907";"F11WSC-192";"IR 96907";3383318;"IR09F229/CHERIVIRUPPU"
"SUBMERGENCE";"F_F22012DS";"F122529";3554445;"IR 96910";"F11WSC-195";"IR 96910";3383321;"IR09F253/IR10F221"
"SUBMERGENCE";"F_F22012DS";"F122530";3554446;"IR 96914";"F11WSC-199";"IR 96914";3383325;"IR09F436/IR10F328"
"SUBMERGENCE";"F_F22012DS";"F122531";3554447;"IR 96934";"F11WSC-219";"IR 96934";3383345;"IR09F488/IR 66946-3R-178-1-1"
"SUBMERGENCE";"F_F22012DS";"F122532";3554448;"IR 96939";"F11WSC-224";"IR 96939";3383350;"IR10F157/IR09F185"
"SUBMERGENCE";"F_F22012DS";"F122533";3554449;"IR 96940";"F11WSC-225";"IR 96940";3383351;"IR10F165/IR10F365"
"SUBMERGENCE";"F_F22012DS";"F122534";3554450;"IR 96945";"F11WSC-230";"IR 96945";3383356;"IR10F192/IR10F379"
"SUBMERGENCE";"F_F22012DS";"F122535";3554451;"IR 96897";"F11WSC-182";"IR 96897";3383308;"IR09F153/CHERIVIRUPPU"
"SUBMERGENCE";"F_F22012DS";"F122536";3554452;"IR 96902";"F11WSC-187";"IR 96902";3383313;"IR09F164/CHERIVIRUPPU"
"SUBMERGENCE";"F_F22012DS";"F122540";3554453;"IR 97378";"F11WMC-623";"IR 97378";3383805;"OR 142-99/IR10F154//IR 6 (PAKISTAN)"
"SUBMERGENCE";"F_F22012DS";"F122541";3554454;"IR 97371";"F11WMC-630";"IR 97371";3383798;"OR 142-99/IR10F152//IR06M146"
"SUBMERGENCE";"F_F22012DS";"F122542";3554455;"IR 97377";"F11WMC-631";"IR 97377";3383804;"OR 142-99/IR10F171//IR06N156"
"SUBMERGENCE";"F_F22012DS";"F122543";3554456;"IR 97349";"F11WMC-637";"IR 97349";3383776;"IR09F464/IR09F438//IR09F154"
"SUBMERGENCE";"F_F22012DS";"F122544";3554457;"IR 97350";"F11WMC-638";"IR 97350";3383777;"IR09F468/IR10F217//IR09F185"
"SUBMERGENCE";"F_F22012DS";"F122545";3554458;"IR 97348";"F11WMC-640";"IR 97348";3383775;"IR09F457/IR09F229//IR09F287"
"SUBMERGENCE";"F_F22012DS";"F122546";3554459;"IR 97337";"F11WMC-649";"IR 97337";3383764;"IR09F164/MTU 1064//IR10F205"
"SUBMERGENCE";"F_F22012DS";"F122547";3554460;"IR 97345";"F11WMC-654";"IR 97345";3383772;"IR09F436/IR10F109//IR10F328"
"SUBMERGENCE";"F_F22012DS";"F122548";3554461;"IR 97358";"F11WMC-657";"IR 97358";3383785;"IR10F212/IR09F496//IR10F365"
"SUBMERGENCE";"F_F22012DS";"F122549";3554462;"IR 97369";"F11WMC-658";"IR 97369";3383796;"OR 142-99/IR09F436//IR10F365"
"SUBMERGENCE";"F_F22012DS";"F122550";3554463;"IR 97367";"F11WMC-661";"IR 97367";3383794;"IRRI 119/IR02A127//IR10F379"
"SUBMERGENCE";"F_F22012DS";"F122551";3554464;"IR 97343";"F11WMC-663";"IR 97343";3383770;"IR09F436/IR08N194//IR10F382"
"SUBMERGENCE";"F_F22012DS";"F122552";3554465;"IR 97344";"F11WMC-664";"IR 97344";3383771;"IR09F436/IR09N538//IR10F382"
"SUBMERGENCE";"F_F22012DS";"F122553";3554466;"IR 97346";"F11WMC-667";"IR 97346";3383773;"IR09F436/NSIC RC 158//IR10F388"
"SUBMERGENCE";"F_F22012DS";"F122554";3554467;"IR 97361";"F11WMC-669";"IR 97361";3383788;"IR10F221/IR09F158//IRRI 104"
"SUBMERGENCE";"F_F22012DS";"F122555";3554468;"IR 97364";"F11WMC-670";"IR 97364";3383791;"IR10F221/IR09F468//IRRI 123"
"SUBMERGENCE";"F_F22012DS";"F122556";3554469;"IR 97363";"F11WMC-671";"IR 97363";3383790;"IR10F221/IR09F464//IRRI 154"
"SUBMERGENCE";"F_F22012DS";"F122557";3554470;"IR 97365";"F11WMC-672";"IR 97365";3383792;"IR10F221/IR09F483//IRRI 154"
"SUBMERGENCE";"F_F22012DS";"F122558";3554471;"IR 97368";"F11WMC-625";"IR 97368";3383795;"OR 142-99/IR07F287//IR05F102"
"SUBMERGENCE";"F_F22012DS";"F122559";3554472;"IR 97339";"F11WMC-639";"IR 97339";3383766;"IR09F185/IR10F121//IR09F253"
"SUBMERGENCE";"F_F22012DS";"F122560";3554473;"IR 97374";"F11WMC-647";"IR 97374";3383801;"OR 142-99/IR10F144//IR10F185"
"SUBMERGENCE";"F_F22012DS";"F122561";3554474;"IR 97380";"F11WMC-652";"IR 97380";3383807;"OR 142-99/IR10F104//IR10F221"
"SUBMERGENCE";"F_F22012DS";"F122562";3554475;"IR 97362";"F11WMC-660";"IR 97362";3383789;"IR10F221/IR09F158//IR10F379"
"SUBMERGENCE";"F_F22012DS";"F122563";3554476;"IR 97376";"F11WMC-662";"IR 97376";3383803;"OR 142-99/IR10F200//IR10F379"
"SUBMERGENCE";"F_F22012DS";"F122564";3554477;"IR 97341";"F11WMC-666";"IR 97341";3383768;"IR09F209/IR09F173//IR10F388"
"SUBMERGENCE";"F_F22013DS";"F122701";3932677;"IR 100294";"F12WSC-315";"IR 100294";3731789;"IR04A115/IR07F291"
"SUBMERGENCE";"F_F22013DS";"F122702";3932678;"IR 100295";"F12WSC-316";"IR 100295";3731790;"IRRI 151/IR07F291"
"SUBMERGENCE";"F_F22013DS";"F122703";3932679;"IR 100296";"F12WSC-317";"IR 100296";3731791;"IR08N136/IRRI 119"
"SUBMERGENCE";"F_F22013DS";"F122704";3932680;"IR 100297";"F12WSC-318";"IR 100297";3731792;"IR10N108/IRRI 119"
"SUBMERGENCE";"F_F22013DS";"F122705";3932681;"IR 100298";"F12WSC-319";"IR 100298";3731793;"IRRI 154/IRRI 149"
"SUBMERGENCE";"F_F22013DS";"F122706";3932682;"IR 100299";"F12WSC-320";"IR 100299";3731794;"IR09F436/IR 73885-1-4-3-2-1-6 (MATATAG 9)"
"SUBMERGENCE";"F_F22013DS";"F122707";3932683;"IR 100300";"F12WSC-321";"IR 100300";3731795;"IRRI 119/IRRI 154"
"SUBMERGENCE";"F_F22013DS";"F122708";3932684;"IR 100301";"F12WSC-322";"IR 100301";3731796;"IRRI 119/IR09F436"
"SUBMERGENCE";"F_F22013DS";"F122709";3932685;"IR 100302";"F12WSC-323";"IR 100302";3731797;"IRRI 119/IR09F437"
"SUBMERGENCE";"F_F22013DS";"F122710";3932686;"IR 100303";"F12WSC-324";"IR 100303";3731798;"IRRI 119/IRRI 149"
"SUBMERGENCE";"F_F22013DS";"F122711";3932687;"IR 100304";"F12WSC-325";"IR 100304";3731799;"SUPER BASMATI/IR BB 66"
"SUBMERGENCE";"F_F22013DS";"F122712";3932688;"IR 100305";"F12WSC-326";"IR 100305";3731800;"IR09N514/IR09F436"
"SUBMERGENCE";"F_F22013DS";"F122713";3932689;"IR 100306";"F12WSC-327";"IR 100306";3731801;"IRRI 119/IRRI 123"
"SUBMERGENCE";"F_F22013DS";"F122714";3932690;"IR 100307";"F12WSC-328";"IR 100307";3731802;"IRRI 119/IR 72"
"SUBMERGENCE";"F_F22013DS";"F122715";3932691;"IR 100308";"F12WSC-329";"IR 100308";3731803;"IRRI 119/IRRI 147"
"SUBMERGENCE";"F_F22013DS";"F122716";3932692;"IR 100804";"F12WMC-825";"IR 100804";3732299;"IR 88633:1-66-B-1-B/IR06N119//IR10F290"
"SUBMERGENCE";"F_F22013DS";"F122717";3932693;"IR 100805";"F12WMC-826";"IR 100805";3732300;"IR 88633:1-66-B-1-B/MOKWOO//IR07F101"
"SUBMERGENCE";"F_F22013DS";"F122718";3932694;"IR 100806";"F12WMC-827";"IR 100806";3732301;"IR 88633:1-67-B-1-B/IR07A183//IR07F101"
"SUBMERGENCE";"F_F22013DS";"F122719";3932695;"IR 100807";"F12WMC-828";"IR 100807";3732302;"IR 88633:1-67-B-1-B/MOKWOO//IR10F290"
"SUBMERGENCE";"F_F22013DS";"F122720";3932696;"IR 100808";"F12WMC-829";"IR 100808";3732303;"IR 88633:20-69-B-1-B/IR09N495//IR05F102"
"SUBMERGENCE";"F_F22013DS";"F122721";3932697;"IR 100809";"F12WMC-830";"IR 100809";3732304;"IR 88633:20-69-B-1-B/MOKWOO//IR05F102"
"SUBMERGENCE";"F_F22013DS";"F122722";3932698;"IR 100810";"F12WMC-831";"IR 100810";3732305;"IR 88633:5-138-B-1-B/IR09N534//IR05F102"
"SUBMERGENCE";"F_F22013DS";"F122723";3932699;"IR 100811";"F12WMC-832";"IR 100811";3732306;"IR 88633:5-138-B-1-B/MOKWOO//IR07F101"
"SUBMERGENCE";"F_F22013DS";"F122724";3932700;"IR 100812";"F12WMC-833";"IR 100812";3732307;"IR 93312-30-101-20-13-64-17/IR09N536//IR07F101"
"SUBMERGENCE";"F_F22013DS";"F122725";3932701;"IR 100813";"F12WMC-834";"IR 100813";3732308;"IR 9884-54-3/BR 11///IR 43581-57-3-3-6/IR 26940-20-3-3-3-1//KHAO DAWK MALI 105"
"SUBMERGENCE";"F_F22013DS";"F122726";3932702;"IR 100814";"F12WMC-835";"IR 100814";3732309;"IR 9884-54-3/IR06N119///IR 43581-57-3-3-6/IR 26940-20-3-3-3-1//KHAO DAWK MALI 105"
"SUBMERGENCE";"F_F22013DS";"F122727";3932703;"IR 100817";"F12WMC-838";"IR 100817";3732312;"IR 9884-54-3/IR09N536///IR 43581-57-3-3-6/IR 26940-20-3-3-3-1//KHAO DAWK MALI 105"
"SUBMERGENCE";"F_F22013DS";"F122728";3933047;"IR 100819";"F12WMC-840";"IR 100819";3732314;"IR 9884-54-3/MOKWOO///IR 43581-57-3-3-6/IR 26940-20-3-3-3-1//KHAO DAWK MALI 105"
"SUBMERGENCE";"F_F22013DS";"F122729";3933048;"IR 100820";"F12WMC-841";"IR 100820";3732315;"IR 9884-54-3/SWARNA//IRRI 119"
"SUBMERGENCE";"F_F22013DS";"F122730";3933049;"IR 100821";"F12WMC-842";"IR 100821";3732316;"IR09N508/IRRI 123//IR05F102"
"SUBMERGENCE";"F_F22013DS";"F122731";3933050;"IR 100822";"F12WMC-843";"IR 100822";3732317;"IRRI 119/IR 73885-1-4-3-2-1-6 (MATATAG 9)//IR09F436"
"SUBMERGENCE";"F_F22013DS";"F122732";3933051;"IR 100823";"F12WMC-844";"IR 100823";3732318;"IRRI 154/IR 66946-3R-178-1-1///IR 43581-57-3-3-6/IR 26940-20-3-3-3-1//KHAO DAWK MALI 105"
"SUBMERGENCE";"F_F22013DS";"F122733";3933052;"IR 100824";"F12WMC-845";"IR 100824";3732319;"IRRI 154/IR 70023-4B-R-12-3-1///IR 43581-57-3-3-6/IR 26940-20-3-3-3-1//KHAO DAWK MALI 105"
"SUBMERGENCE";"F_F22013DS";"F122734";3933053;"IR 100825";"F12WMC-846";"IR 100825";3732320;"MAHSURI/IR06N119///IR 43581-57-3-3-6/IR 26940-20-3-3-3-1//KHAO DAWK MALI 105"
"SUBMERGENCE";"F_F22013DS";"F122735";3933054;"IR 100826";"F12WMC-847";"IR 100826";3732321;"MAHSURI/IR09N495///IR 43581-57-3-3-6/IR 26940-20-3-3-3-1//KHAO DAWK MALI 105"
"SUBMERGENCE";"F_F22013DS";"F122736";3933055;"IR 100827";"F12WMC-848";"IR 100827";3732322;"MAHSURI/IR09N534///IR 43581-57-3-3-6/IR 26940-20-3-3-3-1//KHAO DAWK MALI 105"
"SUBMERGENCE";"F_F22013DS";"F122737";3933056;"IR 100828";"F12WMC-849";"IR 100828";3732323;"MAHSURI/IR09N536///IR 43581-57-3-3-6/IR 26940-20-3-3-3-1//KHAO DAWK MALI 105"
"SUBMERGENCE";"F_F22013DS";"F122738";3933057;"IR 100829";"F12WMC-850";"IR 100829";3732324;"MAHSURI/IR10N269///IR 43581-57-3-3-6/IR 26940-20-3-3-3-1//KHAO DAWK MALI 105"
"SUBMERGENCE";"F_F22013DS";"F122739";3933058;"IR 100830";"F12WMC-851";"IR 100830";3732325;"MAHSURI/MOKWOO//IRRI 119"
"SUBMERGENCE";"F_F22013DS";"F122740";3933059;"IR 100832";"F12WMC-853";"IR 100832";3732327;"OR 142-99/SAMBHA MAHSURI//IR05F102"
"SUBMERGENCE";"F_F22013DS";"F122741";3933060;"IR 100833";"F12WMC-854";"IR 100833";3732328;"OR 142-99/IR06N119//IR07F101"
"SUBMERGENCE";"F_F22013DS";"F122742";3933061;"IR 100834";"F12WMC-855";"IR 100834";3732329;"OR 142-99/IR07A183//IR07F101"
"SUBMERGENCE";"F_F22013DS";"F122743";3933062;"IR 100835";"F12WMC-856";"IR 100835";3732330;"OR 142-99/IR09N495//IR10F290"
"SUBMERGENCE";"F_F22013DS";"F122744";3933063;"IR 100836";"F12WMC-857";"IR 100836";3732331;"OR 142-99/IR09N534//IR10F290"
"SUBMERGENCE";"F_F22013DS";"F122745";3933064;"IR 100837";"F12WMC-858";"IR 100837";3732332;"OR 142-99/IR09N536//IR10F290"
"SUBMERGENCE";"F_F22013DS";"F122746";3933065;"IR 100838";"F12WMC-859";"IR 100838";3732333;"OR 142-99/IR10N269//IRRI 119"
"SUBMERGENCE";"F_F22013DS";"F122747";3933066;"IR 100839";"F12WMC-860";"IR 100839";3732334;"OR 142-99/IRRI 123//IR07F291"
"SUBMERGENCE";"F_F22013DS";"F122748";3933067;"IR 100840";"F12WMC-861";"IR 100840";3732335;"OR 142-99/PSB RC 18 (IR 51672-62-2-1-1-2-3)//IR07F291"
"SUBMERGENCE";"F_F22013DS";"F122749";3933068;"IR 100841";"F12WMC-862";"IR 100841";3732336;"PSBRC 82/IR10F328//IR10F290"
"SUBMERGENCE";"F_F22013DS";"F122750";3933069;"IR 100842";"F12WMC-863";"IR 100842";3732337;"PSBRC 82/IR10F379//IR10F290"
"SUBMERGENCE";"F_F22013DS";"F122751";3933070;"IR 100843";"F12WMC-864";"IR 100843";3732338;"SPR 85163-5-1-2-4/IR06N119//IR07F101"
"SUBMERGENCE";"F_F22013DS";"F122752";3933071;"IR 100844";"F12WMC-865";"IR 100844";3732339;"SPR 85163-5-1-2-4/IR07A183//IR07F101"
"SUBMERGENCE";"F_F22013DS";"F122753";3933072;"IR 100845";"F12WMC-866";"IR 100845";3732340;"SPR 85163-5-1-2-4/IR07A183//IR10F290"
"SUBMERGENCE";"F_F22013DS";"F122754";3933073;"IR 100846";"F12WMC-867";"IR 100846";3732341;"SPR 85163-5-1-2-4/IR09N495//IR07F291"
"SUBMERGENCE";"F_F22013DS";"F122755";3933074;"IR 100847";"F12WMC-868";"IR 100847";3732342;"SPR 85163-5-1-2-4/IR09N534//IR07F101"
"SUBMERGENCE";"F_F22013DS";"F122756";3933075;"IR 100848";"F12WMC-869";"IR 100848";3732343;"SPR 85163-5-1-2-4/IR09N536//IR05F102"
"SUBMERGENCE";"F_F22013DS";"F122757";3933076;"IR 100849";"F12WMC-870";"IR 100849";3732344;"IR06F168/TKM 9//IR09N542"
"SUBMERGENCE";"F_F22013DS";"F122758";3933077;"IR 100850";"F12WMC-871";"IR 100850";3732345;"IR06F168/KALA RATA 1-24//IR08N185"
